Using BRISK algorithm
Using flann-based matcher
Using knn matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
85, 0.01229, 0.18925, 0.00080, 0.00979, 5424, 527, 22, 87.00000, 153.00000
86, 0.01263, 0.14019, 0.00082, 0.01520, 5424, 528, 26, 86.00000, 142.00000
87, 0.01200, 0.17512, 0.00084, 0.01589, 5424, 499, 30, 70.00000, 131.00000
88, 0.01288, 0.15665, 0.00258, 0.04012, 5424, 527, 41, 61.00000, 131.00000
89, 0.01228, 0.19930, 0.00270, 0.02370, 5424, 523, 31, 58.00000, 135.00000
90, 0.01317, 0.18372, 0.00201, 0.01750, 5424, 540, 17, 68.00000, 130.00000
91, 0.01170, 0.13334, 0.00095, 0.03419, 5424, 416, 39, 68.00000, 132.00000
92, 0.01168, 0.14400, 0.00180, 0.02007, 5424, 491, 26, 66.00000, 147.00000
93, 0.01215, 0.14891, 0.00080, 0.01332, 5424, 441, 21, 68.00000, 137.00000
94, 0.01292, 0.13743, 0.00085, 0.02721, 5424, 535, 24, 69.00000, 134.00000
95, 0.01318, 0.13226, 0.00097, 0.01540, 5424, 519, 21, 66.00000, 145.00000
96, 0.01147, 0.14364, 0.00082, 0.01317, 5424, 462, 17, 69.00000, 132.00000
97, 0.01191, 0.16943, 0.00093, 0.03358, 5424, 526, 22, 70.00000, 136.00000
98, 0.01209, 0.14728, 0.00083, 0.00688, 5424, 503, 18, 69.00000, 152.00000
99, 0.01240, 0.17032, 0.00094, 0.00914, 5424, 515, 16, 68.00000, 135.00000
100, 0.01234, 0.17127, 0.00088, 0.01729, 5424, 528, 26, 60.00000, 125.00000
