Using BRISK algorithm
Using brute force matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
85, 0.03857, 0.77660, 0.00142, 0.06092, 5424, 1989, 5424, 202.98030, 851.43762
86, 0.03531, 0.78046, 0.00141, 0.05473, 5424, 1984, 5424, 199.16576, 832.47522
87, 0.03372, 0.79605, 0.00142, 0.05912, 5424, 2024, 5424, 223.14569, 822.77820
88, 0.04338, 0.79201, 0.00165, 0.06787, 5424, 1996, 5424, 176.29237, 836.02991
89, 0.03608, 0.79875, 0.00143, 0.05993, 5424, 1987, 5424, 228.45349, 845.26324
90, 0.03534, 0.79021, 0.00143, 0.05860, 5424, 1973, 5424, 225.77423, 845.02722
91, 0.03821, 0.78884, 0.00142, 0.06286, 5424, 1989, 5424, 283.71817, 835.31189
92, 0.03539, 0.78265, 0.00143, 0.05922, 5424, 1976, 5424, 252.75681, 897.00281
93, 0.03401, 0.78922, 0.00142, 0.05739, 5424, 1990, 5424, 223.30472, 842.84930
94, 0.03391, 0.78622, 0.00142, 0.06341, 5424, 2000, 5424, 183.92662, 847.18768
95, 0.03544, 0.78139, 0.00173, 0.05851, 5424, 1969, 5424, 239.52870, 849.73175
96, 0.03384, 0.79604, 0.00170, 0.06360, 5424, 2011, 5424, 252.32123, 853.36041
97, 0.04095, 0.77606, 0.00146, 0.06339, 5424, 1951, 5424, 241.24261, 854.70056
98, 0.03465, 0.78519, 0.00142, 0.06772, 5424, 1981, 5424, 119.92915, 868.91138
99, 0.03476, 0.78275, 0.00142, 0.05982, 5424, 1977, 5424, 277.60223, 848.26355
100, 0.02835, 0.64233, 0.00143, 0.05895, 5424, 1622, 5424, 249.35718, 860.76068
