Using SIFT algorithm
Using brute force matcher
Using regular matching
Frame, t_detect, t_match, t_sort , t_transform, Training Descriptors, Query Descriptors, Matches, Min Distance, Max Distance
85, 0.13628, 0.33196, 0.00090, 0.04892, 3190, 1125, 3190, 41.44876, 451.86835
86, 0.13739, 0.33947, 0.00086, 0.05344, 3190, 1143, 3190, 41.84495, 467.05673
87, 0.12561, 0.33380, 0.00111, 0.07435, 3190, 1089, 3190, 45.93474, 450.51636
88, 0.12812, 0.33253, 0.00092, 0.05494, 3190, 1136, 3190, 49.79960, 463.27747
89, 0.12745, 0.32221, 0.00090, 0.05561, 3190, 1109, 3190, 40.42277, 453.05518
90, 0.13464, 0.31145, 0.00105, 0.04972, 3190, 1072, 3190, 43.69210, 461.38379
91, 0.13133, 0.29061, 0.00087, 0.04712, 3190, 983, 3190, 50.01000, 465.01398
92, 0.12170, 0.30084, 0.00108, 0.05452, 3190, 1017, 3190, 54.43344, 452.41132
93, 0.13607, 0.30902, 0.00101, 0.04940, 3190, 1051, 3190, 46.70118, 438.92255
94, 0.13477, 0.34196, 0.00120, 0.04935, 3190, 1162, 3190, 36.72874, 452.76044
95, 0.13794, 0.34196, 0.00085, 0.05224, 3190, 1142, 3190, 35.49648, 449.48526
96, 0.13894, 0.34125, 0.00082, 0.04882, 3190, 1151, 3190, 30.38091, 453.56586
97, 0.13141, 0.31822, 0.00143, 0.05283, 3190, 1078, 3190, 38.53570, 447.09171
98, 0.12856, 0.31643, 0.00084, 0.04988, 3190, 1078, 3190, 29.08608, 452.33838
99, 0.13036, 0.31508, 0.00083, 0.05227, 3190, 1075, 3190, 34.97142, 447.95200
100, 0.13372, 0.30704, 0.00082, 0.04882, 3190, 1057, 3190, 37.89459, 453.98239
